Gender,Age,Education,Income,Income2,Occupation,State,Relationship.Status,Obligation,Obligation2,NEP,Vacation.Behaviour,rest and relax,luxury / be spoilt,do sports,"excitement, a challenge",not exceed planned budget,realise creativity,fun and entertainment,good company,health and beauty,free-and-easy-going,entertainment facilities,not care about prices,life style of the local people,intense experience of nature,cosiness/familiar atmosphere,maintain unspoilt surroundings,everything organised,unspoilt nature/natural landscape,cultural offers,change of surroundings
Male,57,4,"$120,001 to $150,000",>120k,manager or administrator,VIC,married,3.233333333,Q1,2.866666667,3.666666667,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no
Female,36,7,"$90,001 to $120,000",90-120k,manager or administrator,ACT,married,2.566666667,Q1,3.4,2.227272727,yes,yes,no,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,no,no,no,yes,yes,yes
Female,63,6,"$60,001 to $90,000",60-90k,retired,NSW,married,4.3,Q4,2.933333333,3.692307692,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,yes,yes,yes,no,no,no,yes
Female,30,8,"$150,001 to $180,000",>120k,manager or administrator,QLD,living with a partner,3.633333333,Q2,2.933333333,2.842105263,yes,no,no,yes,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,yes
Male,68,7,"$60,001 to $90,000",60-90k,manager or administrator,SA,married,4.066666667,Q3,3.266666667,2.2,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes
Female,52,7,"$30,001 to $60,000",30-60k,professional,NSW,single,4.466666667,Q4,3.466666667,3.95,yes,no,yes,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,yes
Female,56,6,NA,NA,professional,NSW,separated or divorced,4.9,Q4,4.266666667,3.884615385,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
Female,21,3,"Less than $30,000",<30k,NA,NSW,living with a partner,3.333333333,Q1,3.933333333,2.36,yes,yes,no,no,yes,no,yes,no,no,yes,yes,no,yes,no,yes,no,no,yes,no,yes
Female,67,3,"$30,001 to $60,000",30-60k,NA,QLD,married,3.366666667,Q1,3.333333333,2.137931034,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,yes,no,yes,no,yes
Female,19,1,"Less than $30,000",<30k,unemployed,QLD,living with a partner,3,Q1,3.066666667,2.714285714,yes,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no
Male,31,7,"$150,001 to $180,000",>120k,sales,NSW,married,2.9,Q1,1.933333333,2.571428571,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no
Female,45,6,"$30,001 to $60,000",30-60k,home-duties,VIC,separated or divorced,4.533333333,Q4,4.133333333,3.409090909,no,no,no,yes,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,yes,yes
Female,23,3,"$30,001 to $60,000",30-60k,home-duties,NSW,living with a partner,4.366666667,Q4,3.2,3.619047619,yes,no,no,yes,yes,no,yes,yes,no,yes,no,no,yes,no,no,yes,no,yes,no,yes
Male,60,8,"$120,001 to $150,000",>120k,small business owner,NSW,married,4.166666667,Q3,3.933333333,3.08,yes,no,no,yes,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,yes,yes,yes
Male,62,2,NA,NA,small business owner,WA,married,3.8,Q2,3.466666667,3.3,yes,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,yes,no,no,yes
Male,19,3,"$90,001 to $120,000",90-120k,sales,VIC,single,3.666666667,Q2,3.2,3.259259259,yes,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
Female,56,3,"$30,001 to $60,000",30-60k,manager or administrator,NSW,separated or divorced,4.466666667,Q4,4.333333333,3.956521739,yes,yes,no,no,yes,no,no,no,yes,yes,no,no,no,yes,yes,no,yes,yes,no,yes
Male,54,3,"$30,001 to $60,000",30-60k,transport worker,NSW,married,4.566666667,Q4,4.4,4.076923077,yes,no,no,no,yes,no,no,yes,no,yes,no,no,yes,no,yes,yes,yes,no,no,yes
Male,20,3,"Less than $30,000",<30k,NA,NSW,single,4.033333333,Q3,3.066666667,4.3,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes
Male,41,8,"$120,001 to $150,000",>120k,professional,SA,married,3.433333333,Q2,3.066666667,2.44,yes,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,yes,yes
Female,35,1,"$30,001 to $60,000",30-60k,NA,QLD,married,4.333333333,Q4,3.933333333,3.25,yes,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,yes
Female,57,6,"$90,001 to $120,000",90-120k,manager or administrator,NSW,married,3.833333333,Q3,3.333333333,2.653846154,yes,no,no,no,no,no,yes,no,no,yes,no,no,yes,no,no,yes,no,no,no,yes
Female,32,8,"$90,001 to $120,000",90-120k,professional,VIC,single,4.2,Q3,4.333333333,3.416666667,yes,no,no,yes,yes,no,yes,no,yes,no,no,no,yes,no,no,yes,no,no,yes,yes
Female,65,8,"$60,001 to $90,000",60-90k,professional,NSW,separated or divorced,3.466666667,Q2,4.266666667,3.3,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes
Female,39,6,"$30,001 to $60,000",30-60k,Clerical or service worker,QLD,single,4.366666667,Q4,3.866666667,3.444444444,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,yes,no,yes,no,no,no,yes,yes
Male,63,3,"$30,001 to $60,000",30-60k,transport worker,QLD,married,3,Q1,3.6,3,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
Male,64,8,"$30,001 to $60,000",30-60k,manager or administrator,VIC,widowed,3.933333333,Q3,4.733333333,3.75,yes,no,no,no,yes,no,no,yes,no,yes,yes,no,yes,no,yes,yes,no,no,no,yes
Female,63,1,"$30,001 to $60,000",30-60k,sales,QLD,married,3.6,Q2,3.333333333,2.458333333,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
Male,36,3,"$150,001 to $180,000",>120k,manager or administrator,ACT,living with a partner,3.4,Q2,4.133333333,2.88,yes,yes,no,yes,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,yes,no
Female,42,6,"$30,001 to $60,000",30-60k,NA,QLD,married,3.2,Q1,4.4,2.433333333,yes,no,no,yes,yes,no,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,yes
Male,41,3,"Less than $30,000",<30k,small business owner,NSW,single,3,Q1,2.6,2.952380952,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
Female,61,6,"$30,001 to $60,000",30-60k,retired,NSW,separated or divorced,2.633333333,Q1,3.133333333,NA,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,no,yes,yes,no,no,yes,no,no,yes
Male,31,6,"Less than $30,000",<30k,sales,NSW,single,4.033333333,Q3,3.733333333,3.433333333,no,no,no,no,no,no,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no
Male,45,7,"$90,001 to $120,000",90-120k,professional,NSW,single,3.733333333,Q2,3.066666667,2.2,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,yes,yes,no,no,yes,yes
Male,38,4,"$90,001 to $120,000",90-120k,sales,NSW,married,2.166666667,Q1,2.533333333,2.172413793,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
Male,25,7,"$60,001 to $90,000",60-90k,small business owner,VIC,single,3.6,Q2,3.333333333,3.4,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,yes
Female,26,2,"Less than $30,000",<30k,sales,VIC,single,4.566666667,Q4,3.933333333,3.222222222,yes,no,no,yes,yes,no,yes,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes
Male,22,3,"$60,001 to $90,000",60-90k,manager or administrator,VIC,single,3.166666667,Q1,3.066666667,2.8,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,yes
Female,67,1,"Less than $30,000",<30k,retired,VIC,married,3.733333333,Q2,3.6,3.666666667,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes
Male,43,6,"$30,001 to $60,000",30-60k,NA,NSW,separated or divorced,3,Q1,3.266666667,2.611111111,yes,yes,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,yes
Female,56,4,"$60,001 to $90,000",60-90k,professional,NSW,married,3.933333333,Q3,4.333333333,2.62962963,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes
Female,31,4,"$90,001 to $120,000",90-120k,sales,NSW,single,3.533333333,Q2,3.733333333,2.277777778,yes,no,no,yes,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,yes
Male,50,6,"$120,001 to $150,000",>120k,manager or administrator,VIC,married,2.133333333,Q1,2.8,2.2,yes,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,yes
Male,20,7,"$30,001 to $60,000",30-60k,unemployed,VIC,single,4,Q3,3.666666667,NA,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no
Female,55,3,"$30,001 to $60,000",30-60k,sales,VIC,widowed,4.633333333,Q4,3.2,3.571428571,yes,yes,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes
Female,25,8,"$90,001 to $120,000",90-120k,professional,NSW,married,4.433333333,Q4,4.333333333,3.454545455,yes,no,no,no,no,no,yes,no,no,yes,no,yes,yes,no,no,yes,no,yes,yes,yes
Male,52,8,"$90,001 to $120,000",90-120k,professional,NSW,married,3.2,Q1,3.066666667,2.481481481,yes,no,no,no,no,no,no,yes,no,yes,no,yes,yes,no,yes,no,no,yes,yes,yes
Female,41,3,"$60,001 to $90,000",60-90k,small business owner,NSW,separated or divorced,3.166666667,Q1,3,4,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
Female,63,7,"$30,001 to $60,000",30-60k,retired,QLD,living with a partner,4.566666667,Q4,4.733333333,3.428571429,yes,no,no,yes,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,yes,no,no
Female,63,6,"Less than $30,000",<30k,sales,NSW,separated or divorced,3.8,Q2,4.266666667,3.888888889,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no
Female,61,1,"$30,001 to $60,000",30-60k,sales,ACT,married,3.9,Q3,4.066666667,3.35,yes,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,yes,no
Female,37,4,"$90,001 to $120,000",90-120k,manager or administrator,QLD,married,2.933333333,Q1,3,2.24,no,no,no,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,yes,no,yes,yes
Male,38,3,"$90,001 to $120,000",90-120k,tradesperson,NSW,living with a partner,3.5,Q2,2.866666667,3.4,yes,no,no,yes,yes,no,no,yes,no,yes,yes,no,yes,no,no,no,no,yes,yes,yes
Female,32,8,"$60,001 to $90,000",60-90k,professional,WA,single,3.633333333,Q2,4.333333333,2.541666667,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no
Male,33,3,"$60,001 to $90,000",60-90k,manager or administrator,QLD,married,4.433333333,Q4,3.733333333,3.888888889,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,yes,yes,no,no,no,yes,no,yes
Female,57,2,"Less than $30,000",<30k,retired,NSW,married,3.766666667,Q2,3.6,3.464285714,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Female,68,2,"Less than $30,000",<30k,retired,QLD,married,4.233333333,Q4,3.866666667,3.192307692,yes,no,no,no,yes,no,no,yes,yes,no,no,no,yes,yes,no,yes,no,yes,no,yes
Male,53,2,"$90,001 to $120,000",90-120k,professional,NSW,living with a partner,2.533333333,Q1,4.466666667,2.793103448,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
Female,48,6,"$60,001 to $90,000",60-90k,manager or administrator,VIC,married,3.066666667,Q1,3.2,2.269230769,no,no,no,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,yes,yes
Female,23,7,"Less than $30,000",<30k,unemployed,VIC,single,3.533333333,Q2,3.2,2.607142857,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Male,26,3,"$30,001 to $60,000",30-60k,sales,SA,single,3.5,Q2,3.333333333,2.535714286,yes,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,yes,no,no,no,no,no
Male,35,3,"$30,001 to $60,000",30-60k,manager or administrator,NSW,separated or divorced,3.633333333,Q2,4.133333333,2.72,yes,yes,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no
Male,50,6,"$30,001 to $60,000",30-60k,manager or administrator,ACT,married,3.633333333,Q2,4.466666667,2.846153846,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,yes,yes
Female,37,2,"$30,001 to $60,000",30-60k,home-duties,SA,married,4.133333333,Q3,4.2,4,yes,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,yes,no,yes,yes,yes
Female,44,6,"Less than $30,000",<30k,NA,WA,married,4.333333333,Q4,4.8,4.9,yes,yes,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,yes
Male,39,4,"$30,001 to $60,000",30-60k,professional,QLD,living with a partner,4,Q3,2.333333333,2.4,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,yes,no,yes,no,yes,no,yes
Male,31,8,"$60,001 to $90,000",60-90k,transport worker,VIC,married,4.066666667,Q3,3.933333333,3.133333333,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
Male,39,4,"$30,001 to $60,000",30-60k,transport worker,QLD,married,3.366666667,Q1,3.733333333,3,yes,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,yes,no,no,no,yes
Male,56,7,"$90,001 to $120,000",90-120k,manager or administrator,VIC,living with a partner,3.466666667,Q2,4,3.416666667,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,yes
Female,29,8,"$90,001 to $120,000",90-120k,professional,VIC,married,3.3,Q1,4.4,2.409090909,yes,yes,no,no,no,no,yes,no,no,yes,no,yes,yes,no,no,no,no,yes,no,yes
Male,55,6,"$90,001 to $120,000",90-120k,manager or administrator,SA,married,1.766666667,Q1,2.933333333,3.5,yes,yes,yes,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,yes
Female,55,2,"$30,001 to $60,000",30-60k,Clerical or service worker,WA,single,4,Q3,3.933333333,3.769230769,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,yes
Male,63,4,"$60,001 to $90,000",60-90k,retired,VIC,married,3.333333333,Q1,3.266666667,2.321428571,yes,no,no,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,yes,no,yes
Female,57,2,"$30,001 to $60,000",30-60k,retired,SA,married,3.8,Q2,4.333333333,2.842105263,yes,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no
Female,49,3,"$30,001 to $60,000",30-60k,labourer,NSW,separated or divorced,3.2,Q1,3.533333333,2.5,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Male,65,6,"Less than $30,000",<30k,Clerical or service worker,QLD,married,3.466666667,Q2,3.8,2.529411765,yes,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,yes
Female,49,4,"$30,001 to $60,000",30-60k,professional,NSW,married,3.866666667,Q3,4,2.4,yes,no,no,yes,yes,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,yes,yes
Female,44,2,"$60,001 to $90,000",60-90k,Clerical or service worker,QLD,married,4.5,Q4,4.333333333,2.75,yes,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,yes
Female,41,3,"Less than $30,000",<30k,NA,NSW,separated or divorced,4.1,Q3,3.6,3.083333333,yes,no,no,yes,yes,no,no,no,no,yes,no,no,yes,no,yes,yes,no,yes,no,yes
Female,32,6,"$60,001 to $90,000",60-90k,manager or administrator,VIC,single,3.866666667,Q3,4.4,2.85,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,yes
Female,32,6,"$120,001 to $150,000",>120k,NA,NSW,married,3.866666667,Q3,4.333333333,3.066666667,yes,no,no,no,no,no,yes,yes,no,no,yes,yes,yes,yes,yes,no,no,no,no,no
Male,19,7,"$30,001 to $60,000",30-60k,unemployed,NSW,single,2.1,Q1,3.8,2,yes,yes,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,yes
Female,31,3,"$60,001 to $90,000",60-90k,professional,VIC,single,3.733333333,Q2,3.866666667,3.642857143,yes,no,no,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes
Male,51,3,"$60,001 to $90,000",60-90k,sales,WA,married,2.2,Q1,2.4,2.310344828,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,yes,yes
Female,48,7,"$60,001 to $90,000",60-90k,small business owner,NSW,married,3.9,Q3,3.8,2.481481481,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,yes,no,no,yes
Male,36,7,"$30,001 to $60,000",30-60k,professional,VIC,single,3.566666667,Q2,4,2.633333333,yes,yes,no,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,yes
Female,51,2,"$30,001 to $60,000",30-60k,manager or administrator,QLD,married,3.833333333,Q3,3.333333333,4.076923077,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
Male,38,1,"Less than $30,000",<30k,manager or administrator,QLD,married,4.466666667,Q4,3.733333333,3.633333333,yes,no,yes,yes,yes,no,yes,yes,no,yes,no,no,no,yes,no,yes,yes,yes,no,no
Male,30,6,"$90,001 to $120,000",90-120k,unemployed,QLD,married,3.4,Q2,4.333333333,2.857142857,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,yes,yes,yes,no,yes
Female,56,3,"$30,001 to $60,000",30-60k,sales,VIC,separated or divorced,4.2,Q3,4.666666667,4.041666667,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Male,20,7,"$30,001 to $60,000",30-60k,sales,SA,single,4.033333333,Q3,3.666666667,2.52173913,yes,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,no,yes,no,no,yes
Female,43,1,"Less than $30,000",<30k,Clerical or service worker,QLD,single,3.233333333,Q1,4.4,NA,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,yes,yes
Male,30,3,"$90,001 to $120,000",90-120k,manager or administrator,VIC,single,3.4,Q2,3.6,2.192307692,yes,yes,no,yes,no,no,yes,no,no,yes,yes,yes,yes,yes,no,yes,no,no,no,yes
Female,30,7,"$60,001 to $90,000",60-90k,Clerical or service worker,VIC,living with a partner,3.6,Q2,3.066666667,3.4,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no
Female,29,6,"$60,001 to $90,000",60-90k,Clerical or service worker,VIC,living with a partner,4.033333333,Q3,4.666666667,3.074074074,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Female,48,6,"$30,001 to $60,000",30-60k,small business owner,QLD,separated or divorced,3.233333333,Q1,3.533333333,3.166666667,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes
Female,61,1,"$30,001 to $60,000",30-60k,manager or administrator,VIC,separated or divorced,4.3,Q4,4.133333333,NA,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Male,32,2,"$60,001 to $90,000",60-90k,labourer,QLD,living with a partner,3.7,Q2,3.666666667,2.5,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes
Female,57,1,"Less than $30,000",<30k,NA,VIC,single,3.933333333,Q3,3.733333333,2.88,yes,no,no,yes,yes,yes,yes,yes,no,no,no,no,yes,no,yes,yes,no,no,yes,yes
Male,45,6,"$30,001 to $60,000",30-60k,Clerical or service worker,SA,married,3.466666667,Q2,3.066666667,2.666666667,yes,yes,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes
Female,62,2,"Less than $30,000",<30k,retired,VIC,single,4.866666667,Q4,3.066666667,3.9,yes,yes,yes,yes,no,no,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Female,34,7,NA,NA,small business owner,NSW,single,3.566666667,Q2,3.066666667,2.75,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,no,no,no,yes,yes
Female,48,2,"$30,001 to $60,000",30-60k,Clerical or service worker,NSW,married,4.3,Q4,3.066666667,3.533333333,yes,yes,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,yes,yes,no,yes
Male,61,1,"$90,001 to $120,000",90-120k,Clerical or service worker,VIC,married,3.166666667,Q1,3.266666667,2.633333333,yes,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,yes,no,no,yes
Male,28,3,"$30,001 to $60,000",30-60k,professional,VIC,married,3.4,Q2,3.933333333,2.4,yes,yes,no,no,yes,no,no,no,no,yes,no,yes,yes,no,no,yes,no,no,yes,no
Female,25,7,"Less than $30,000",<30k,NA,VIC,single,4.233333333,Q4,4,3.6875,yes,yes,no,yes,yes,no,no,no,no,yes,no,no,yes,yes,no,yes,no,yes,yes,yes
Male,33,1,"$60,001 to $90,000",60-90k,sales,VIC,living with a partner,3.6,Q2,3.466666667,2.583333333,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,yes
Male,25,8,"$60,001 to $90,000",60-90k,professional,VIC,married,3.766666667,Q2,4,2.44,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
Male,72,6,NA,NA,NA,SA,married,4.333333333,Q4,4.133333333,2.807692308,yes,no,no,yes,no,no,yes,no,yes,yes,no,no,no,yes,no,yes,no,yes,yes,yes
Male,31,6,"$30,001 to $60,000",30-60k,tradesperson,QLD,married,3.433333333,Q2,3.8,2.769230769,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,no,no,yes,no,yes,no,no,yes
Male,40,6,"$60,001 to $90,000",60-90k,tradesperson,NSW,single,3.833333333,Q3,3.666666667,2.481481481,yes,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,yes,no,yes,no,yes
Female,65,2,"Less than $30,000",<30k,retired,VIC,separated or divorced,4.633333333,Q4,4.266666667,3.833333333,yes,no,no,no,yes,no,no,yes,no,yes,no,no,yes,yes,no,yes,no,yes,no,no
Male,68,3,"$30,001 to $60,000",30-60k,retired,NSW,married,4.133333333,Q3,3.266666667,3.5,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes
Female,74,7,"$60,001 to $90,000",60-90k,manager or administrator,ACT,widowed,3.633333333,Q2,3.333333333,3.307692308,yes,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,yes
Male,60,8,"Less than $30,000",<30k,professional,QLD,married,3.866666667,Q3,4.733333333,3.533333333,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes
Female,35,4,"$30,001 to $60,000",30-60k,Clerical or service worker,NSW,married,3.233333333,Q1,3.266666667,NA,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Male,60,6,"$30,001 to $60,000",30-60k,transport worker,NSW,separated or divorced,3.7,Q2,3.533333333,2.206896552,yes,yes,yes,yes,yes,no,yes,no,no,yes,yes,no,no,yes,no,no,no,no,no,yes
Male,40,8,"$120,001 to $150,000",>120k,professional,NSW,single,3.2,Q1,2.666666667,2.692307692,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Female,63,4,"$60,001 to $90,000",60-90k,home-duties,WA,married,3.966666667,Q3,4.6,3.227272727,yes,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,yes,yes,no,yes,no,yes
Male,60,6,"$90,001 to $120,000",90-120k,retired,NSW,married,3.233333333,Q1,3.533333333,2.833333333,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,no,yes,no,no,no,yes,yes,no
Female,35,1,"$30,001 to $60,000",30-60k,professional,WA,living with a partner,3.133333333,Q1,3.866666667,2.636363636,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes
Male,57,4,"$30,001 to $60,000",30-60k,small business owner,QLD,living with a partner,3.166666667,Q1,3.2,1.961538462,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,yes,no,yes,no,no,yes,yes,yes
Female,29,7,NA,NA,unemployed,NSW,married,3.566666667,Q2,3.066666667,2.740740741,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no
Female,22,7,NA,NA,NA,NSW,single,2.933333333,Q1,3.466666667,2.24,yes,no,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes
Male,25,8,"$120,001 to $150,000",>120k,manager or administrator,VIC,married,3.533333333,Q2,2.8,3.4,no,no,yes,yes,yes,no,yes,yes,no,no,yes,no,no,yes,no,no,yes,no,yes,no
Female,42,1,"$150,001 to $180,000",>120k,professional,WA,living with a partner,3.166666667,Q1,3.333333333,3,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes
Male,19,3,"$120,001 to $150,000",>120k,professional,NSW,single,3.3,Q1,3.466666667,3.8,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Male,46,7,"Less than $30,000",<30k,tradesperson,VIC,separated or divorced,3.7,Q2,3.533333333,3.071428571,yes,no,no,yes,yes,yes,no,yes,yes,yes,yes,no,yes,no,no,no,yes,no,yes,yes
Male,61,6,"$90,001 to $120,000",90-120k,professional,VIC,married,3.866666667,Q3,2.333333333,2.8,yes,no,no,no,yes,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,yes
Male,22,7,"$90,001 to $120,000",90-120k,Clerical or service worker,NSW,single,3.866666667,Q3,4,3.954545455,yes,no,yes,yes,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,yes,yes,yes
Female,42,8,NA,NA,professional,VIC,single,3.566666667,Q2,3.933333333,3.555555556,yes,yes,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,yes,no,yes,no,yes
Female,22,7,NA,NA,NA,VIC,single,4.166666667,Q3,3.533333333,3.233333333,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,yes
Female,23,4,"$60,001 to $90,000",60-90k,NA,ACT,living with a partner,4.533333333,Q4,3.866666667,3.366666667,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,yes
Female,60,1,"Less than $30,000",<30k,home-duties,WA,married,4.2,Q3,3.2,4.454545455,yes,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes
Male,53,7,"$90,001 to $120,000",90-120k,small business owner,VIC,separated or divorced,4.333333333,Q4,4.466666667,3.428571429,yes,no,no,no,yes,yes,yes,yes,yes,yes,no,no,yes,yes,no,yes,no,yes,yes,yes
Male,44,2,"$60,001 to $90,000",60-90k,professional,VIC,single,4.633333333,Q4,4.4,3,yes,no,no,no,yes,yes,no,no,no,no,no,no,yes,yes,no,yes,no,yes,yes,yes
